"Years Done/Won.alt","Years Done/Won.text","index","url"
"2011 participant","11","856","http://nanowrimo.org/participants/Grant-Faulkner"
"2012 winner","12","857","http://nanowrimo.org/participants/Grant-Faulkner"
"","","858","http://nanowrimo.org/participants/Grant-Faulkner"
"2013 winner","13","859","http://nanowrimo.org/participants/Grant-Faulkner"
"","","860","http://nanowrimo.org/participants/Grant-Faulkner"
"2014 winner","14","861","http://nanowrimo.org/participants/Grant-Faulkner"
"","","862","http://nanowrimo.org/participants/Grant-Faulkner"
"2015 winner","15","863","http://nanowrimo.org/participants/Grant-Faulkner"
"","","864","http://nanowrimo.org/participants/greenphoenixrain"
"2010 winner","10","865","http://nanowrimo.org/participants/greenphoenixrain"
"2011 winner","11","866","http://nanowrimo.org/participants/greenphoenixrain"
"","","867","http://nanowrimo.org/participants/greenphoenixrain"
"2012 winner","12","868","http://nanowrimo.org/participants/greenphoenixrain"
"","","869","http://nanowrimo.org/participants/greenphoenixrain"
"2013 winner","13","870","http://nanowrimo.org/participants/greenphoenixrain"
"","","871","http://nanowrimo.org/participants/greenphoenixrain"
"2014 winner","14","872","http://nanowrimo.org/participants/greenphoenixrain"
"2015 winner","15","873","http://nanowrimo.org/participants/greenphoenixrain"
"2015 winner","15","874","http://nanowrimo.org/participants/hsparks"
"2003 participant","03","875","http://nanowrimo.org/participants/Ixy-Pixy"
"2004 participant","04","876","http://nanowrimo.org/participants/Ixy-Pixy"
"2005 participant","05","877","http://nanowrimo.org/participants/Ixy-Pixy"
"","","878","http://nanowrimo.org/participants/Ixy-Pixy"
"2006 participant","06","879","http://nanowrimo.org/participants/Ixy-Pixy"
"","","880","http://nanowrimo.org/participants/Ixy-Pixy"
"2007 participant","07","881","http://nanowrimo.org/participants/Ixy-Pixy"
"","","882","http://nanowrimo.org/participants/Ixy-Pixy"
"2008 participant","08","883","http://nanowrimo.org/participants/Ixy-Pixy"
"","","884","http://nanowrimo.org/participants/Ixy-Pixy"
"2009 participant","09","885","http://nanowrimo.org/participants/Ixy-Pixy"
"2010 participant","10","886","http://nanowrimo.org/participants/Ixy-Pixy"
"2011 winner","11","887","http://nanowrimo.org/participants/Ixy-Pixy"
"2012 winner","12","888","http://nanowrimo.org/participants/Ixy-Pixy"
"2013 winner","13","889","http://nanowrimo.org/participants/Ixy-Pixy"
"2014 winner","14","890","http://nanowrimo.org/participants/Ixy-Pixy"
"2015 winner","15","891","http://nanowrimo.org/participants/Ixy-Pixy"
"2007 winner","07","892","http://nanowrimo.org/participants/jjfid"
"2008 participant","08","893","http://nanowrimo.org/participants/jjfid"
"","","894","http://nanowrimo.org/participants/jjfid"
"2009 participant","09","895","http://nanowrimo.org/participants/jjfid"
"","","896","http://nanowrimo.org/participants/jjfid"
"2014 participant","14","897","http://nanowrimo.org/participants/jjfid"
"","","898","http://nanowrimo.org/participants/jjfid"
"2015 participant","15","899","http://nanowrimo.org/participants/jjfid"
"","","900","http://nanowrimo.org/participants/jodimt"
"2011 participant","11","901","http://nanowrimo.org/participants/jodimt"
"","","902","http://nanowrimo.org/participants/jodimt"
"2012 winner","12","903","http://nanowrimo.org/participants/jodimt"
"","","904","http://nanowrimo.org/participants/jodimt"
"2013 winner","13","905","http://nanowrimo.org/participants/jodimt"
"","","906","http://nanowrimo.org/participants/jodimt"
"2014 winner","14","907","http://nanowrimo.org/participants/jodimt"
"","","908","http://nanowrimo.org/participants/jodimt"
"2015 winner","15","909","http://nanowrimo.org/participants/jodimt"
"2013 participant","13","910","http://nanowrimo.org/participants/jonbritton"
"2015 participant","15","911","http://nanowrimo.org/participants/jonbritton"
"2011 participant","11","912","http://nanowrimo.org/participants/J_Hill"
"2015 participant","15","913","http://nanowrimo.org/participants/J_Hill"
"2015 participant","15","914","http://nanowrimo.org/participants/laceywilson"
"2014 participant","14","915","http://nanowrimo.org/participants/Laconic-Lad"
"2015 participant","15","916","http://nanowrimo.org/participants/Laconic-Lad"
"2015 participant","15","917","http://nanowrimo.org/participants/lassen86"
"2014 winner","14","918","http://nanowrimo.org/participants/lenichi"
"2015 participant","15","919","http://nanowrimo.org/participants/lenichi"
"","","920","http://nanowrimo.org/participants/LetterpressLibrarian"
"2014 winner","14","921","http://nanowrimo.org/participants/LetterpressLibrarian"
"","","922","http://nanowrimo.org/participants/LetterpressLibrarian"
"2015 winner","15","923","http://nanowrimo.org/participants/LetterpressLibrarian"
"","","924","http://nanowrimo.org/participants/lil-bone"
"2010 winner","10","925","http://nanowrimo.org/participants/lil-bone"
"","","926","http://nanowrimo.org/participants/lil-bone"
"2011 winner","11","927","http://nanowrimo.org/participants/lil-bone"
"","","928","http://nanowrimo.org/participants/lil-bone"
"2012 winner","12","929","http://nanowrimo.org/participants/lil-bone"
"2013 participant","13","930","http://nanowrimo.org/participants/lil-bone"
"2015 participant","15","931","http://nanowrimo.org/participants/lil-bone"
"2011 winner","11","932","http://nanowrimo.org/participants/lokelani86"
"2012 winner","12","933","http://nanowrimo.org/participants/lokelani86"
"2013 winner","13","934","http://nanowrimo.org/participants/lokelani86"
"","","935","http://nanowrimo.org/participants/lokelani86"
"2014 winner","14","936","http://nanowrimo.org/participants/lokelani86"
"2015 winner","15","937","http://nanowrimo.org/participants/lokelani86"
"2012 participant","12","938","http://nanowrimo.org/participants/Mancha"
"","","939","http://nanowrimo.org/participants/Mancha"
"2013 winner","13","940","http://nanowrimo.org/participants/Mancha"
"2014 participant","14","941","http://nanowrimo.org/participants/Mancha"
"","","942","http://nanowrimo.org/participants/Mancha"
"2015 participant","15","943","http://nanowrimo.org/participants/Mancha"
"2015 winner","15","944","http://nanowrimo.org/participants/MKent1"
"2012 participant","12","945","http://nanowrimo.org/participants/MusicalMe"
"","","946","http://nanowrimo.org/participants/MusicalMe"
"2015 participant","15","947","http://nanowrimo.org/participants/MusicalMe"
"2005 winner","05","948","http://nanowrimo.org/participants/mwalker"
"","","949","http://nanowrimo.org/participants/mwalker"
